,run,epoch,train loss,validation loss,epoch duration,run duration,init_lr,batch_size,weight_decay
55,1,56,0.015948765401707754,0.015675783571269777,255.78553342819214,14404.69666981697,0.05,256,0.001
56,1,57,0.016526029752691587,0.016283024102449417,256.2969868183136,14661.620182991028,0.05,256,0.001
57,1,58,0.015042130376067426,0.014865381746656366,256.5093607902527,14918.757774353027,0.05,256,0.001
58,1,59,0.01561673092742761,0.015764273133956723,255.66983318328857,15175.084113836288,0.05,256,0.001
59,1,60,0.015573954676919513,0.015594673549963368,259.03742957115173,15434.728661060333,0.05,256,0.001
60,1,61,0.015221288134323226,0.015043583025948869,257.9996507167816,15693.365140914917,0.05,256,0.001
61,1,62,0.02252943417198128,0.022017115106185276,255.623708486557,15949.612294912338,0.05,256,0.001
62,1,63,0.018303775032692485,0.018266643604470625,256.2427875995636,16206.450224637985,0.05,256,0.001
63,1,64,0.017525412449240683,0.017332375049591064,258.0004267692566,16465.079107522964,0.05,256,0.001
64,1,65,0.019116556755701702,0.019125374654928844,258.11821269989014,16723.800184726715,0.05,256,0.001
65,1,66,0.016398102807005245,0.016253059626453452,259.9222376346588,16984.32913351059,0.05,256,0.001
66,1,67,0.015566749619113075,0.015220322025318941,258.44735622406006,17243.38498687744,0.05,256,0.001
67,1,68,0.015342714096771346,0.01514966542729073,258.6180856227875,17502.641066789627,0.05,256,0.001
68,1,69,0.01507562790364027,0.014806179226272635,258.2418839931488,17761.493186950684,0.05,256,0.001
69,1,70,0.015151544184486072,0.015044690834151374,259.5031666755676,18021.62683582306,0.05,256,0.001
70,1,71,0.015222174197104242,0.015361705898410745,257.7484986782074,18279.97343659401,0.05,256,0.001
71,1,72,0.015238539440102047,0.015330070577975776,256.6175901889801,18537.236511945724,0.05,256,0.001
72,1,73,0.01480183439983262,0.014612108624229828,258.83501052856445,18796.67388319969,0.05,256,0.001
73,1,74,0.015168654895159932,0.014901939469079176,255.42694783210754,19052.77908372879,0.05,256,0.001
74,1,75,0.01534055154621601,0.015006913079155816,254.4963195323944,19307.882042646408,0.05,256,0.001
75,1,76,0.01482557007190254,0.014707727409485314,256.11314582824707,19564.63658761978,0.05,256,0.001
76,1,77,0.014723433957497279,0.015037254689054357,257.9455533027649,19823.232343435287,0.05,256,0.001
77,1,78,0.014771071311334769,0.01468662896917926,257.04579305648804,20080.91232728958,0.05,256,0.001
78,1,79,0.014498506540060043,0.0141175901517272,257.0274465084076,20338.575934410095,0.05,256,0.001
79,1,80,0.014674855782753892,0.014482127968221903,256.31691241264343,20595.58258318901,0.05,256,0.001
80,1,81,0.016246275317668916,0.01587722295274337,256.2658460140228,20852.484004735947,0.05,256,0.001
81,1,82,0.01506926535003715,0.01507151018207272,255.8618140220642,21108.95346570015,0.05,256,0.001
82,1,83,0.014590290728708108,0.014511943846527074,255.5079538822174,21365.05345916748,0.05,256,0.001
83,1,84,0.014366896253327528,0.014222941206147274,256.519579410553,21622.184995412827,0.05,256,0.001
84,1,85,0.014551727524730895,0.015091330796066258,256.13447427749634,21878.93671631813,0.05,256,0.001
85,1,86,0.014581658163997861,0.014616958434796996,256.71152663230896,22136.2390730381,0.05,256,0.001
86,1,87,0.014562674295239978,0.01456719838703672,255.12156915664673,22391.96265220642,0.05,256,0.001
87,1,88,0.014166464887724982,0.014035632212956747,256.01025223731995,22648.60122179985,0.05,256,0.001
88,1,89,0.014931478818588787,0.014756473350442119,255.0217583179474,22904.272449731827,0.05,256,0.001
89,1,90,0.014340833364923795,0.01405881562580665,256.7047555446625,23161.585101366043,0.05,256,0.001
90,1,91,0.014563927316168944,0.01437837951299217,255.631826877594,23417.822038650513,0.05,256,0.001
91,1,92,0.014139943085942004,0.013727731123152707,256.2595407962799,23674.705830812454,0.05,256,0.001
92,1,93,0.022664434580339326,0.023213525199227862,256.9420392513275,23932.27586388588,0.05,256,0.001
93,1,94,0.01686966466108958,0.016991966404020786,258.3832845687866,24191.256590127945,0.05,256,0.001
94,1,95,0.015092549673716227,0.014760249811742041,257.16856241226196,24449.03354883194,0.05,256,0.001
95,1,96,0.014848585668040646,0.015231287158611748,258.6747405529022,24708.304843187332,0.05,256,0.001
96,1,97,0.014723914248579079,0.014624663680377934,258.24240493774414,24967.151767015457,0.05,256,0.001
97,1,98,0.01462338249799278,0.014802650289816989,259.19460272789,25226.962551355362,0.05,256,0.001
98,1,99,0.014382776642673546,0.014132374949339364,256.19712495803833,25483.766927957535,0.05,256,0.001
99,1,100,0.01410566806031598,0.014098326261672709,255.48737478256226,25739.868563890457,0.05,256,0.001
100,1,101,0.013940670746399297,0.013851657095882628,256.8708896636963,25997.33793401718,0.05,256,0.001
101,1,102,0.014274319848583805,0.014415145386010408,256.4607856273651,26254.405792951584,0.05,256,0.001
102,1,103,0.013921673603190316,0.014091496614532338,256.8024094104767,26511.820385932922,0.05,256,0.001
103,1,104,0.013931942141221629,0.01356075962798463,255.12222361564636,26767.527849435806,0.05,256,0.001
104,1,105,0.036779201053248514,0.03540752057193054,256.25563073158264,27024.380858898163,0.05,256,0.001
105,1,106,0.020726924109127787,0.020687514605621498,257.62134861946106,27282.625925064087,0.05,256,0.001
106,1,107,0.01904993931055069,0.019381114488674536,258.1969485282898,27541.483344078064,0.05,256,0.001
107,1,108,0.018956921908259393,0.01871053833100531,258.09752321243286,27800.186790943146,0.05,256,0.001
108,1,109,0.018155557388398382,0.017897132370207045,257.51696157455444,28058.34946012497,0.05,256,0.001
109,1,110,0.01853307281533877,0.018536324095394876,259.42910146713257,28318.42284655571,0.05,256,0.001
110,1,111,0.017012583373652565,0.01656077527958486,257.29775953292847,28576.336268901825,0.05,256,0.001
111,1,112,0.015820079224308333,0.01579051583798395,257.7755880355835,28834.726873874664,0.05,256,0.001
112,1,113,0.015132780977752473,0.015301243505544133,259.339369058609,29094.671938180923,0.05,256,0.001
113,1,114,0.015046145072413815,0.014697709379510747,258.07235741615295,29353.355906009674,0.05,256,0.001
114,1,115,0.015912358433008193,0.016308019455108378,258.0435981750488,29612.02039694786,0.05,256,0.001
115,1,116,0.014807113890515434,0.014737391533950964,257.9680976867676,29870.603771924973,0.05,256,0.001
116,1,117,0.015118825503852632,0.015019159764051437,258.7195072174072,30129.969172239304,0.05,256,0.001
117,1,118,0.014506987034943368,0.014464683054635922,257.8681888580322,30388.450525045395,0.05,256,0.001
118,1,119,0.01488103374408351,0.01473112880355782,258.4106342792511,30647.496205329895,0.05,256,0.001
119,1,120,0.014407347414559788,0.014526448264304135,257.12070322036743,30905.216679811478,0.05,256,0.001
120,1,121,0.014231026133563784,0.014463276240146823,256.4998881816864,31162.3753054142,0.05,256,0.001
121,1,122,0.014359102168679238,0.014486342823753754,256.6841983795166,31419.68839740753,0.05,256,0.001
122,1,123,0.013842557515866227,0.01365594333037734,256.2132799625397,31676.503066539764,0.05,256,0.001
123,1,124,0.014404447509348392,0.014405615472545227,254.9272918701172,31932.02759361267,0.05,256,0.001
124,1,125,0.014187494805124072,0.014045613403949473,254.25724911689758,32186.894831180573,0.05,256,0.001
125,1,126,0.013985314774844382,0.0140036401959757,253.330073595047,32440.84445667267,0.05,256,0.001
126,1,127,0.013620319688982434,0.013495497405529022,253.96105670928955,32695.402280807495,0.05,256,0.001
127,1,128,0.014797796452376577,0.014733350990960995,254.13379955291748,32950.16832995415,0.05,256,0.001
128,1,129,0.013809953576988644,0.013331500244223408,254.70969891548157,33205.534801244736,0.05,256,0.001
129,1,130,0.013873253640201358,0.013879858319544129,255.34004950523376,33461.490671396255,0.05,256,0.001
130,1,131,0.013803274884323279,0.013668583706021309,254.2001872062683,33716.29960298538,0.05,256,0.001
131,1,132,0.013948466016352176,0.013689812428007523,254.7268738746643,33971.647698402405,0.05,256,0.001
132,1,133,0.013984459956818157,0.013624493343134722,254.3291530609131,34226.59830737114,0.05,256,0.001
133,1,134,0.013951116181910039,0.013925539950529734,254.61543440818787,34481.81217908859,0.05,256,0.001
134,1,135,0.013826732943124241,0.014027331386589341,254.42109537124634,34736.83341050148,0.05,256,0.001
135,1,136,0.013549762793050871,0.013728435823900832,254.55280590057373,34992.00294089317,0.05,256,0.001
136,1,137,0.013707737242513233,0.013369787380927138,254.70208764076233,35247.298092365265,0.05,256,0.001
137,1,138,0.014280403287377622,0.014048372136635913,252.3035261631012,35500.19288730621,0.05,256,0.001
138,1,139,0.013626376953555478,0.013566753775295284,253.60967993736267,35754.41128897667,0.05,256,0.001
139,1,140,0.013820820838544103,0.013768509702963961,253.02759432792664,36008.035754442215,0.05,256,0.001
140,1,141,0.013583934511078729,0.013439455173081823,252.22157764434814,36260.859090566635,0.05,256,0.001
141,1,142,0.013579160778721174,0.013357706678410372,252.19449043273926,36513.64482831955,0.05,256,0.001
142,1,143,0.013472197225855456,0.013378692014763752,253.31196188926697,36767.5501537323,0.05,256,0.001
143,1,144,0.01380501199596458,0.014158339187916782,253.41341710090637,37021.607004880905,0.05,256,0.001
144,1,145,0.013727186711629232,0.013873001198387809,255.69150066375732,37277.89894461632,0.05,256,0.001
145,1,146,0.013603364249070486,0.01359340755475892,254.64773225784302,37533.17160320282,0.05,256,0.001
146,1,147,0.013471856906513374,0.013306857397158941,254.53592371940613,37788.2965028286,0.05,256,0.001
147,1,148,0.013333158306611909,0.013249891861859295,252.87899088859558,38041.791675806046,0.05,256,0.001
148,1,149,0.013643622194561694,0.013590486978905069,254.0415530204773,38296.457072257996,0.05,256,0.001
149,1,150,0.01337181106309096,0.01359652815800574,254.93911361694336,38552.027893066406,0.05,256,0.001
